transaction_id,date,transaction_year,branch_id,branch_name,kota,provinsi,rating_transaction,product_id,product_name,actual_price,discount_percentage,persentase_gross_laba_pct,nett_sales,nett_profit,total_transactions,total_profit,total_sales
TRX6903569,2020-04-27,2020,96558,Kimia Farma - Apotek,Denpasar,Bali,4.7,KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,0.0,10.0,6400.0,640.0,1,1919.0400000000002,19190.4
TRX2988637,2023-12-15,2023,58873,Kimia Farma - Apotek,Cikampek,Jawa Barat,4.8,KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,0.0,10.0,6400.0,640.0,1,640.0,6400.0
TRX6389993,2023-02-27,2023,44502,Kimia Farma - Apotek,Manado,Sulawesi Utara,4.1,KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,0.0,10.0,6400.0,640.0,1,1279.296,12792.96
TRX8477220,2020-05-28,2020,52060,Kimia Farma - Apotek,Sibolga,Sumatera Utara,4.2,KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,0.0,10.0,6400.0,640.0,1,1919.296,19192.96
TRX3306143,2023-08-26,2023,45072,Kimia Farma - Apotek,Surabaya,Jawa Timur,4.7,KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,0.0,10.0,6400.0,640.0,1,3197.6320000000005,31976.32
TRX2547704,2021-03-16,2021,41085,Kimia Farma - Apotek,Padang Sidempuan,Sumatera Utara,5.0,KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,0.0,10.0,6400.0,640.0,1,2558.016,25580.16
TRX1454178,2022-04-01,2022,50270,Kimia Farma - Apotek,Madiun,Jawa Timur,4.5,KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,0.0,10.0,6400.0,640.0,1,1919.68,19196.8
TRX3939512,2021-03-19,2021,90734,Kimia Farma - Apotek,Sukabumi,Jawa Barat,4.6,KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,0.0,10.0,6400.0,640.0,1,640.0,6400.0
TRX1253857,2023-02-25,2023,16339,Kimia Farma - Apotek,Subang,Jawa Barat,4.7,KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,0.0,10.0,6400.0,640.0,1,1279.104,12791.04
TRX1749373,2022-07-06,2022,80673,Kimia Farma - Apotek,Kendari,Sulawesi Tenggara,4.6,KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,0.0,10.0,6400.0,640.0,1,3197.76,31977.6
TRX3667066,2023-06-06,2023,79972,Kimia Farma - Apotek,Mataram,Nusa Tenggara Barat,4.7,KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,0.0,10.0,6400.0,640.0,1,2558.272,25582.72
TRX7199681,2020-11-12,2020,28401,Kimia Farma - Apotek,Magelang,Jawa Tengah,3.9,KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,0.0,10.0,6400.0,640.0,1,2558.784,25587.84
TRX4096078,2022-08-19,2022,66717,Kimia Farma - Apotek,Subang,Jawa Barat,4.2,KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,0.0,10.0,6400.0,640.0,1,1279.68,12796.8
TRX6347654,2020-04-18,2020,18983,Kimia Farma - Apotek,Solok,Sumatera Barat,4.8,KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,0.0,10.0,6400.0,640.0,1,1918.0800000000002,19180.800000000003
TRX8926283,2022-07-04,2022,90726,Kimia Farma - Apotek,Sukabumi,Jawa Barat,4.8,KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,0.0,10.0,6400.0,640.0,1,1279.872,12798.720000000001
TRX6444904,2020-11-08,2020,33488,Kimia Farma - Apotek,Denpasar,Bali,4.8,KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,0.0,10.0,6400.0,640.0,1,3837.76,38377.6
TRX3433578,2021-03-16,2021,15338,Kimia Farma - Apotek,Kotamobagu,Sulawesi Utara,3.9,KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,0.0,10.0,6400.0,640.0,1,1918.208,19182.08
TRX7390898,2022-08-15,2022,46963,Kimia Farma - Apotek,Sibolga,Sumatera Utara,4.3,KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,0.0,10.0,6400.0,640.0,1,1919.872,19198.72
TRX6871391,2022-05-06,2022,85280,Kimia Farma - Apotek,Banda Aceh,Aceh,4.0,KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,0.0,10.0,6400.0,640.0,1,1918.4,19184.0
TRX6476361,2020-04-10,2020,24913,Kimia Farma - Apotek,Bekasi,Jawa Barat,4.2,KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,0.0,10.0,6400.0,640.0,1,640.0,6400.0
TRX4799546,2023-06-15,2023,21410,Kimia Farma - Apotek,Mataram,Nusa Tenggara Barat,4.2,KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,0.0,10.0,6400.0,640.0,1,3838.08,38380.8
TRX8435333,2021-04-13,2021,96742,Kimia Farma - Apotek,Garut,Jawa Barat,4.4,KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,0.0,10.0,6400.0,640.0,1,1919.104,19191.04
TRX2763980,2023-10-07,2023,54503,Kimia Farma - Apotek,Palangkaraya,Kalimantan Tengah,4.9,KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",6400,0.0,10.0,6400.0,640.0,1,1918.656,19186.56
TRX1354730,2020-02-05,2020,65947,Kimia Farma - Apotek,Pontianak,Kalimantan Barat,5.0,KF955,"Psycholeptics drugs, Hypnotics and sedatives drugs",51200,0.0,15.0,51200.0,7680.0,1,38375.424,255836.16
TRX3127806,2022-01-06,2022,88832,Kimia Farma - Apotek,Jakarta,DKI Jakarta,4.2,KF955,"Psycholeptics drugs, Hypnotics and sedatives drugs",51200,0.0,15.0,51200.0,7680.0,1,15356.928,102379.52
TRX8500423,2020-10-21,2020,53257,Kimia Farma - Apotek,Cikampek,Jawa Barat,4.7,KF955,"Psycholeptics drugs, Hypnotics and sedatives drugs",51200,0.0,15.0,51200.0,7680.0,1,23023.104,153487.36
TRX5137572,2021-08-08,2021,39578,Kimia Farma - Apotek,Ambon,Maluku,4.7,KF955,"Psycholeptics drugs, Hypnotics and sedatives drugs",51200,0.0,15.0,51200.0,7680.0,1,46050.047999999995,307000.32
TRX7897715,2023-11-03,2023,60936,Kimia Farma - Apotek,Subang,Jawa Barat,4.8,KF955,"Psycholeptics drugs, Hypnotics and sedatives drugs",51200,0.0,15.0,51200.0,7680.0,1,30705.408,204702.72
TRX9714969,2023-03-16,2023,30282,Kimia Farma - Apotek,Ciamis,Jawa Barat,4.4,KF955,"Psycholeptics drugs, Hypnotics and sedatives drugs",51200,0.0,15.0,51200.0,7680.0,1,23032.32,153548.8
TRX1211878,2020-01-19,2020,37402,Kimia Farma - Apotek,Bekasi,Jawa Barat,3.9,KF955,"Psycholeptics drugs, Hypnotics and sedatives drugs",51200,0.0,15.0,51200.0,7680.0,1,23028.48,153523.2
TRX5402943,2023-07-19,2023,73710,Kimia Farma - Apotek,Probolinggo,Jawa Timur,4.0,KF955,"Psycholeptics drugs, Hypnotics and sedatives drugs",51200,0.0,15.0,51200.0,7680.0,1,15349.248,102328.32
TRX7633380,2022-08-09,2022,49726,Kimia Farma - Apotek,Jayapura,Papua,4.9,KF955,"Psycholeptics drugs, Hypnotics and sedatives drugs",51200,0.0,15.0,51200.0,7680.0,1,23033.856,153559.04
TRX2706019,2022-04-21,2022,80343,Kimia Farma - Apotek,Jakarta,DKI Jakarta,4.5,KF955,"Psycholeptics drugs, Hypnotics and sedatives drugs",51200,0.0,15.0,51200.0,7680.0,1,23030.016,153533.44
TRX5037815,2022-02-18,2022,99697,Kimia Farma - Apotek,Subang,Jawa Barat,4.8,KF955,"Psycholeptics drugs, Hypnotics and sedatives drugs",51200,0.0,15.0,51200.0,7680.0,1,30705.408,204702.72
TRX4484388,2023-02-22,2023,39160,Kimia Farma - Apotek,Garut,Jawa Barat,4.5,KF955,"Psycholeptics drugs, Hypnotics and sedatives drugs",51200,0.0,15.0,51200.0,7680.0,1,23027.712,153518.08000000002
TRX8242332,2023-11-01,2023,95971,Kimia Farma - Apotek,Banjarmasin,Kalimantan Selatan,4.2,KF955,"Psycholeptics drugs, Hypnotics and sedatives drugs",51200,0.0,15.0,51200.0,7680.0,1,23028.48,153523.2
TRX2539466,2023-08-19,2023,92876,Kimia Farma - Apotek,Pangkalpinang,Bangka Belitung,4.1,KF955,"Psycholeptics drugs, Hypnotics and sedatives drugs",51200,0.0,15.0,51200.0,7680.0,1,23025.408,153502.72
TRX4497441,2021-05-28,2021,44632,Kimia Farma - Apotek,Mataram,Nusa Tenggara Barat,4.5,KF955,"Psycholeptics drugs, Hypnotics and sedatives drugs",51200,0.0,15.0,51200.0,7680.0,1,38381.568,255877.12
TRX7411070,2021-06-24,2021,67373,Kimia Farma - Apotek,Subang,Jawa Barat,4.6,KF955,"Psycholeptics drugs, Hypnotics and sedatives drugs",51200,0.0,15.0,51200.0,7680.0,1,38377.727999999996,255851.52
TRX6657812,2021-08-28,2021,48667,Kimia Farma - Apotek,Cikampek,Jawa Barat,4.2,KF955,"Psycholeptics drugs, Hypnotics and sedatives drugs",51200,0.0,15.0,51200.0,7680.0,1,23039.232,153594.88
TRX9037064,2020-10-26,2020,73625,Kimia Farma - Apotek,Kotamobagu,Sulawesi Utara,4.9,KF955,"Psycholeptics drugs, Hypnotics and sedatives drugs",51200,0.0,15.0,51200.0,7680.0,1,23026.944,153512.96
TRX3602835,2022-08-08,2022,63815,Kimia Farma - Apotek,Sukabumi,Jawa Barat,4.7,KF955,"Psycholeptics drugs, Hypnotics and sedatives drugs",51200,0.0,15.0,51200.0,7680.0,1,61383.936,409226.24
TRX4150227,2023-05-18,2023,16596,Kimia Farma - Apotek,Pontianak,Kalimantan Barat,4.1,KF955,"Psycholeptics drugs, Hypnotics and sedatives drugs",51200,0.0,15.0,51200.0,7680.0,1,23031.552,153543.68
TRX6842335,2023-08-15,2023,25572,Kimia Farma - Apotek,Bontang,Kalimantan Timur,3.9,KF955,"Psycholeptics drugs, Hypnotics and sedatives drugs",51200,0.0,15.0,51200.0,7680.0,1,23025.408,153502.72
TRX3361353,2021-04-25,2021,53507,Kimia Farma - Apotek,Cikampek,Jawa Barat,4.5,KF955,"Psycholeptics drugs, Hypnotics and sedatives drugs",51200,0.0,15.0,51200.0,7680.0,1,23031.552,153543.68
TRX9470189,2023-03-08,2023,39162,Kimia Farma - Apotek,Kotamobagu,Sulawesi Utara,4.9,KF955,"Psycholeptics drugs, Hypnotics and sedatives drugs",51200,0.0,15.0,51200.0,7680.0,1,38390.015999999996,255933.44
TRX9962040,2021-04-03,2021,34030,Kimia Farma - Apotek,Solok,Sumatera Barat,4.2,KF955,"Psycholeptics drugs, Hypnotics and sedatives drugs",51200,0.0,15.0,51200.0,7680.0,1,7680.0,51200.0
TRX2559760,2021-07-10,2021,51463,Kimia Farma - Apotek,Ternate,Maluku Utara,4.4,KF955,"Psycholeptics drugs, Hypnotics and sedatives drugs",51200,0.0,15.0,51200.0,7680.0,1,30703.104,204687.36
TRX9945068,2023-01-16,2023,65025,Kimia Farma - Apotek,Denpasar,Bali,4.2,KF955,"Psycholeptics drugs, Hypnotics and sedatives drugs",51200,0.0,15.0,51200.0,7680.0,1,46050.047999999995,307000.32
TRX1586780,2020-12-08,2020,29115,Kimia Farma - Apotek,Subang,Jawa Barat,4.7,KF955,"Psycholeptics drugs, Hypnotics and sedatives drugs",51200,0.0,15.0,51200.0,7680.0,1,15350.784,102338.56
TRX9970794,2023-07-26,2023,46468,Kimia Farma - Apotek,Bima,Nusa Tenggara Barat,4.7,KF955,"Psycholeptics drugs, Hypnotics and sedatives drugs",51200,0.0,15.0,51200.0,7680.0,1,15350.016,102333.44
TRX3273634,2022-04-07,2022,39162,Kimia Farma - Apotek,Kotamobagu,Sulawesi Utara,4.9,KF955,"Psycholeptics drugs, Hypnotics and sedatives drugs",51200,0.0,15.0,51200.0,7680.0,1,38390.015999999996,255933.44
TRX6782944,2022-03-02,2022,49403,Kimia Farma - Apotek,Kuningan,Jawa Barat,3.9,KF955,"Psycholeptics drugs, Hypnotics and sedatives drugs",51200,0.0,15.0,51200.0,7680.0,1,30705.408,204702.72
TRX7318610,2022-11-21,2022,68034,Kimia Farma - Apotek,Ambon,Maluku,4.1,KF955,"Psycholeptics drugs, Hypnotics and sedatives drugs",51200,0.0,15.0,51200.0,7680.0,1,23026.944,153512.96
TRX2236054,2021-11-03,2021,93401,Kimia Farma - Apotek,Ambon,Maluku,4.5,KF955,"Psycholeptics drugs, Hypnotics and sedatives drugs",51200,0.0,15.0,51200.0,7680.0,1,15356.16,102374.4
TRX8603330,2022-05-19,2022,44221,Kimia Farma - Apotek,Garut,Jawa Barat,4.0,KF955,"Psycholeptics drugs, Hypnotics and sedatives drugs",51200,0.0,15.0,51200.0,7680.0,1,30712.32,204748.8
TRX4775246,2022-04-30,2022,38733,Kimia Farma - Apotek,Ambon,Maluku,4.9,KF955,"Psycholeptics drugs, Hypnotics and sedatives drugs",51200,0.0,15.0,51200.0,7680.0,1,38377.728,255851.52000000002
TRX3059009,2022-05-21,2022,90214,Kimia Farma - Apotek,Pontianak,Kalimantan Barat,4.2,KF955,"Psycholeptics drugs, Hypnotics and sedatives drugs",51200,0.0,15.0,51200.0,7680.0,1,69067.776,460451.83999999997
TRX1829861,2022-01-05,2022,68961,Kimia Farma - Apotek,Balikpapan,Kalimantan Timur,4.7,KF955,"Psycholeptics drugs, Hypnotics and sedatives drugs",51200,0.0,15.0,51200.0,7680.0,1,38379.263999999996,255861.76
TRX3532684,2023-02-27,2023,90214,Kimia Farma - Apotek,Pontianak,Kalimantan Barat,4.2,KF955,"Psycholeptics drugs, Hypnotics and sedatives drugs",51200,0.0,15.0,51200.0,7680.0,1,69067.776,460451.83999999997
TRX3436946,2022-06-10,2022,61835,Kimia Farma - Apotek,Tasikmalaya,Jawa Barat,4.9,KF955,"Psycholeptics drugs, Hypnotics and sedatives drugs",51200,0.0,15.0,51200.0,7680.0,1,38378.496,255856.64
TRX6680458,2021-11-12,2021,20476,Kimia Farma - Apotek,Bogor,Jawa Barat,4.8,KF955,"Psycholeptics drugs, Hypnotics and sedatives drugs",51200,0.0,15.0,51200.0,7680.0,1,23019.264,153461.76
TRX6006792,2020-01-10,2020,14433,Kimia Farma - Apotek,Gorontalo,Gorontalo,4.0,KF955,"Psycholeptics drugs, Hypnotics and sedatives drugs",51200,0.0,15.0,51200.0,7680.0,1,53732.352,358215.68
TRX8480436,2023-08-04,2023,49927,Kimia Farma - Apotek,Surabaya,Jawa Timur,4.1,KF955,"Psycholeptics drugs, Hypnotics and sedatives drugs",51200,0.0,15.0,51200.0,7680.0,1,7680.0,51200.0
TRX5336077,2023-01-31,2023,92261,Kimia Farma - Apotek,Subang,Jawa Barat,4.6,KF955,"Psycholeptics drugs, Hypnotics and sedatives drugs",51200,0.0,15.0,51200.0,7680.0,1,61404.672,409364.48
TRX2492666,2020-12-11,2020,48667,Kimia Farma - Apotek,Cikampek,Jawa Barat,4.2,KF955,"Psycholeptics drugs, Hypnotics and sedatives drugs",51200,0.0,15.0,51200.0,7680.0,1,23039.232,153594.88
TRX7882217,2022-12-21,2022,13953,Kimia Farma - Apotek,Ternate,Maluku Utara,4.8,KF955,"Psycholeptics drugs, Hypnotics and sedatives drugs",51200,0.0,15.0,51200.0,7680.0,1,15354.624,102364.16
TRX3429439,2023-04-30,2023,30640,Kimia Farma - Apotek,Pangkalpinang,Bangka Belitung,4.3,KF955,"Psycholeptics drugs, Hypnotics and sedatives drugs",51200,0.0,15.0,51200.0,7680.0,1,15354.624,102364.16
TRX8446351,2021-05-19,2021,14799,Kimia Farma - Apotek,Ambon,Maluku,4.6,KF955,"Psycholeptics drugs, Hypnotics and sedatives drugs",51200,0.0,15.0,51200.0,7680.0,1,7680.0,51200.0
TRX4032267,2021-08-15,2021,29922,Kimia Farma - Apotek,Purwokerto,Jawa Tengah,3.9,KF808,"Psycholeptics drugs, Anxiolytic drugs",158900,0.0,20.0,158900.0,31780.0,1,222364.66,1111823.3
TRX4987808,2023-02-27,2023,48617,Kimia Farma - Apotek,Tasikmalaya,Jawa Barat,4.3,KF808,"Psycholeptics drugs, Anxiolytic drugs",158900,0.0,20.0,158900.0,31780.0,1,222307.456,1111537.28
TRX4711695,2023-03-04,2023,21583,Kimia Farma - Apotek,Ciamis,Jawa Barat,4.9,KF808,"Psycholeptics drugs, Anxiolytic drugs",158900,0.0,20.0,158900.0,31780.0,1,158801.48200000002,794007.41
TRX3110701,2023-03-19,2023,58132,Kimia Farma - Apotek,Padang Sidempuan,Sumatera Utara,4.5,KF808,"Psycholeptics drugs, Anxiolytic drugs",158900,0.0,20.0,158900.0,31780.0,1,158782.414,793912.07000000007
TRX2367791,2020-09-04,2020,82202,Kimia Farma - Apotek,Jambi,Jambi,4.1,KF808,"Psycholeptics drugs, Anxiolytic drugs",158900,0.0,20.0,158900.0,31780.0,1,127065.974,635329.87
TRX8229395,2020-07-18,2020,32325,Kimia Farma - Apotek,Bima,Nusa Tenggara Barat,4.4,KF808,"Psycholeptics drugs, Anxiolytic drugs",158900,0.0,20.0,158900.0,31780.0,1,31780.0,158900.0
TRX6015226,2021-03-05,2021,60036,Kimia Farma - Apotek,Batam,Kepulauan Riau,4.9,KF808,"Psycholeptics drugs, Anxiolytic drugs",158900,0.0,20.0,158900.0,31780.0,1,127085.04200000002,635425.21000000008
TRX8804316,2020-05-11,2020,34034,Kimia Farma - Apotek,Tomohon,Sulawesi Utara,3.9,KF808,"Psycholeptics drugs, Anxiolytic drugs",158900,0.0,20.0,158900.0,31780.0,1,127024.66,635123.3
